Boulanger Beynost;Boulanger Beynost;Actif;Centre Ccial Lerclerc;ZAC des Baterses;1700;Beynost;45.82349231311377;4.999166488647461;Societe;347384570 ;34738457001365 ;Prospect;;;;;;F307;Ouvert
Boulanger Limonest;Boulanger Limonest;Actif;Route Nationale 6;Le Puy d'Or;69760;Limonest;45.81854369741456;4.7712836265563965;Societe;347384570 ;34738457000235 ;Prospect;;;;;;F309;Ouvert
Boulanger Roanne;Boulanger Roanne;Actif;Rue  Alexandre Raffin;"Centre Commercial ""Saint Louis""";42300;Roanne;46.034423828125;4.07269287109375;Societe;347384570 ;34738457000722 ;Prospect;;;;;;F312;Ouvert
Boulanger Saint Egreve;Boulanger Saint Egreve;Actif;2, rue de la Trémouillère;"Centre Commercial Carrefour ""Cap 38""";38120;St Egreve;45.2389172;5.668123799999989;Societe;347384570 ;34738457000193 ;Prospect;;;;;;F313;Ouvert
Boulanger Grenoble Echirolles;Boulanger Grenoble Echirolles;Actif;ZONE COMMERCIALE Comboire;ROUTE DE SISTERON;38130;Echirolles;45.15003588079152;5.695675105651844;Societe;347384570 ;34738457000284 ;Prospect;;;;;;F314;Ouvert
Boulanger Saint Priest;Boulanger Saint Priest;Actif;Centre Commercial Auchan;ZAC Champ du Pont;69800;St Priest;45.722391646709326;4.921682834625244;Societe;347384570 ;34738457000110 ;Prospect;;;;;;F315;Ouvert
Boulanger Nimes Family Village;Boulanger Nimes Family Village;Actif;155 rue Paul Laurent;Family Village;30900;Nimes;43.8092936;4.364778399999977;Societe;347384570 ;34738457001894 ;Prospect;;;;;;F316;Ouvert
Boulanger Avignon - Le Pontet;Boulanger Avignon - Le Pontet;Actif;Centre Commercial Auchan;;84130;Le Pontet;43.98350610108409;4.87631893157959;Societe;347384570 ;34738457000599 ;Prospect;;;;;;F317;Ouvert
Boulanger Aubagne;Boulanger Aubagne;Actif;Centre Commercial Auchan;;13400;Aubagne;43.2978258838346;5.5915957142333355;Societe;347384570 ;34738457000698 ;Prospect;;;;;;F321;Ouvert
Boulanger Wittenheim - Mulhouse;Boulanger Wittenheim - Mulhouse;Actif;430 Rue de Nonnenbruch;;68270;Wittenheim;47.8046999;7.30860210000003;Societe;347384570 ;34738457001928 ;Prospect;;;;;;F322;Ouvert
Boulanger Plan De Campagne;Boulanger Plan De Campagne;Actif;ZONE COMMERCIALE PLAN DE CAMPAGNE;Axe Principal CD 6  - Face à Décathlon;13480;Cabries;43.41891708896908;5.364841047174082;Societe;347384570 ;34738457001290 ;Prospect;;;;;;F323;Ouvert
Boulanger Valence;Boulanger Valence;Actif;9 Rue André Boulle;"Centre Commercial ""Les Couleures""";26000;Valence;44.95247576254894;4.933011559829765;Societe;347384570 ;34738457000953 ;Prospect;;;;;;F325;Ouvert
Boulanger Mandelieu;Boulanger Mandelieu;Actif;ZI La Canardière RN 7;Face à Décathlon;6210;Mandelieu;43.55053070228675;6.947632789611816;Societe;347384570 ;34738457000979 ;Prospect;;;;;;F327;Ouvert
Boulanger Dijon - Quetigny;Boulanger Dijon - Quetigny;Actif;21 boulevard du Champ aux Métiers;Derrière Leroy Merlin;21800;Quetigny;47.3068374;5.09958400000005;Societe;347384570 ;34738457001233 ;Prospect;;;;;;F328;Ouvert
Boulanger Belfort Andelnans;Boulanger Belfort Andelnans;Actif;3 route de Montbéliard;;90400;Belfort Andelnans;47.606371175749224;6.859750747680664;Societe;347384570 ;34738457000961 ;Prospect;;;;;;F329;Ouvert
Boulanger Thionville - Terville;Boulanger Thionville - Terville;Actif;"avenue du 14 juillet 1789 ""Linkling 3""";Centre Commercial Leclerc;57180;Thionville-Terville;49.3465576171875;6.13534545898438;Societe;347384570 ;34738457000987 ;Prospect;;;;;;F331;Ouvert
Boulanger Macon;Boulanger Macon;Actif;RN6 Carrefour Georges Pompidou Mâcon sud;;71000;Macon;46.286816610099244;4.80961433976745;Societe;347384570 ;34738457001019 ;Prospect;;;;;;F332;Ouvert
Boulanger Villars;Boulanger Villars;Actif;ZAC de Montravel;Centre Commercial AUCHAN;42390;Villars;45.467605090531016;4.342666375549356;Societe;347384570 ;34738457001035 ;Prospect;;;;;;F334;Ouvert
Boulanger Metz - Augny;Boulanger Metz - Augny;Actif;Actisud Z.A.C. d’Augny 2000;;57685;Augny;49.07910502084273;6.105784272369419;Societe;347384570 ;34738457001142 ;Prospect;;;;;;F336;Ouvert
Boulanger Besançon;Boulanger Besançon;Actif;Rue Guillaume Apollinaire;CC GEANT CASINO - ZAC de Châteaufarine;25000;Besançon;47.21418895892272;5.944845714927624;Societe;347384570 ;34738457001563 ;Prospect;;;;;;F337;Ouvert
Boulanger L'Isle D'Abeau;Boulanger L'Isle D'Abeau;Actif;10, rue des Sayes;ZAC de Saint Hubert / Centre Commercial de L’Isle d’Abeau;38080;L'Isle D'Abeau;45.61333187219199;5.23114870356585;Societe;347384570 ;34738457001134 ;Prospect;;;;;;F338;Ouvert
Boulanger Italie 2 - Pop up Store;Boulanger Italie 2 - Pop up Store;Actif;30 Avenue d'Italie;Centre Commercial Italie 2;75013;Paris;48.82861464208156;2.355417709786934;Societe;347384570 ;34738457002330 ;Prospect;;;;;;F522;Ouvert
Ouverture prochaine : Bourg en Bresse;Ouverture prochaine : Bourg en Bresse;Inactif;Centre commercial du Carrefour de l'Europe;Boulevard Irène Joliot Curie;1000;Bourg-en-Bresse;46.20864623278871;5.23621155211481;Societe;347384570 ;34738457002363 ;Prospect;;;;;;F524;Fermé
Boulanger Vélizy 2;Boulanger Vélizy 2;Actif;2 Avenue de l'Europe;;78140;Vélizy-Villacoublay;48.78064025451598;2.2202625055399494;Societe;347384570 ;34738457002322 ;Prospect;;;;;;F596;Ouvert
Boulanger Le Comptoir Merlimont;Boulanger Le Comptoir Merlimont;Actif;447 Rue Auguste Biblocq;;62155;Merlimont;50.4520885;1.615288200000009;Societe;347384570 ;34738457002090 ;Prospect;;;;;;F945;Ouvert
Boulanger Le Comptoir Wasquehal;Boulanger Le Comptoir Wasquehal;Actif;18 avenue du grand cottignies;Face Ccial Carrefour, à côté de Tape à l'oeil;59290;Wasquehal;50.683135675330696;3.126339912414551;Societe;347384570 ;34738457002280 ;Prospect;;;;;;F947;Ouvert
Boulanger Le Comptoir Amiens;Boulanger Le Comptoir Amiens;Actif;4 place Alphonse Fiquet;A côté de la gare SNCF;80000;Amiens;49.89043350000001;2.3066751000000068;Societe;347384570 ;34738457002298 ;Prospect;;;;;;F949;Ouvert
Boulanger Le Comptoir Rouen;Boulanger Le Comptoir Rouen;Inactif;50 rue Saint-Lô;;76000;Rouen;49.442859;1.091940;Societe;347384570 ;34738457002397 ;Prospect;;;;;;F952;Fermé
