"societe";"ref";"date";"produit";"date2";"compte_absystech_before";"compte_absystech_after";"type";"quantite";"prix";"id_facture_ligne";"type_facture"
"COMMUNE DE BAVAY";"AFLI19070021";02/07/2019;"N° SDA";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"10.00";"0.80";44856;"facture_periodique"
"COMMUNE DE BAVAY";"AFLI19070021";02/07/2019;"Location Routeur SDSL EFM";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"LOCATION";"marchandise";"1.00";"15.00";44857;"facture_periodique"
"COMMUNE DE BAVAY";"AFLI19070021";02/07/2019;"Consommations de la période précédente";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"4.41";44858;"facture_periodique"
"DECLERCK BENEDICTE";"AFLI19070022";02/07/2019;"Garantie de rétablissement 8H ouvrables";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"4.00";44867;"facture_periodique"
"DECLERCK BENEDICTE";"AFLI19070022";02/07/2019;"Option transfert d'appels";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"1.25";44868;"facture_periodique"
"DECLERCK BENEDICTE";"AFLI19070022";02/07/2019;"Abonnement ligne analogique VGA - illimité national";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"19.00";44869;"facture_periodique"
"DECLERCK BENEDICTE";"AFLI19070022";02/07/2019;"Consommations de la période précédente";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"1.56";44870;"facture_periodique"
"DESIGN D'O";"AFLI19070023";02/07/2019;"Ligne RNIS VGA - illimité national";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"2.00";"40.00";44877;"facture_periodique"
"DESIGN D'O";"AFLI19070023";02/07/2019;"N° SDA";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"15.00";"0.85";44878;"facture_periodique"
"DESIGN D'O";"AFLI19070023";02/07/2019;"Consommations de la période précédente";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"20.66";44879;"facture_periodique"
"DOM AUTO";"AFLI19070024";02/07/2019;"Offre Fibre FTTH";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"60.00";44881;"facture_periodique"
"Docteur CARDON THIERRY";"AFLI19070025";02/07/2019;"Forfait 4G illimité fixes / mobiles / SMS / Data 10Go - Réseau Orange";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"21.00";44887;"facture_periodique"
"Docteur CARDON THIERRY";"AFLI19070025";02/07/2019;"Consommation de la période précédente";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"0.08";44888;"facture_periodique"
"DUPONT RESTAURATION";"AFLI19070026";02/07/2019;"[FR0990 - UCP Bailleul] Trunk SIP Illimité fixes - 4 canaux (appels illimités vers les fixes en France) - Engagement de 12 mois";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"60.00";44909;"facture_periodique"
"DUPONT RESTAURATION";"AFLI19070026";02/07/2019;"[FR0990 - UCP Bailleul] Unifax - Fax2Mail/Mail2Fax - 250 unités incluses";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"10.00";44910;"facture_periodique"
"DUPONT RESTAURATION";"AFLI19070026";02/07/2019;"[FR0237 - Le Domaine] Abonnement Routeur 4G IP Fixe / Data 100Go";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"LOCATION";"marchandise";"1.00";"62.00";44911;"facture_periodique"
"DUPONT RESTAURATION";"AFLI19070026";02/07/2019;"[FR0990 - UCP Bailleul] Lien ADSL Orange - dégroupage total";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"40.00";44912;"facture_periodique"
"DUPONT RESTAURATION";"AFLI19070026";02/07/2019;"[FR1087 - TCAR] Abonnement Routeur 4G IP Fixe - Data 20Go";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"LOCATION";"marchandise";"2.00";"38.00";44913;"facture_periodique"
"DUPONT RESTAURATION";"AFLI19070026";02/07/2019;"[FR0990 - UCP Bailleul] N°SDA";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"12.00";"0.80";44914;"facture_periodique"
"DUPONT RESTAURATION";"AFLI19070026";02/07/2019;"[FR0990 - UCP Bailleul] Location Routeur ADSL";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"LOCATION";"marchandise";"1.00";"5.00";44915;"facture_periodique"
"DUPONT RESTAURATION";"AFLI19070026";02/07/2019;"[FR1087 - TCAR] Location routeur 4G Mikrotik";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"LOCATION";"marchandise";"2.00";"5.00";44916;"facture_periodique"
"DUPONT RESTAURATION";"AFLI19070026";02/07/2019;"[FR0237 - Le Domaine] Location routeur 4G Mikrotik";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"LOCATION";"marchandise";"1.00";"5.00";44917;"facture_periodique"
"DUPONT RESTAURATION";"AFLI19070026";02/07/2019;"Consommations de la période précédente";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"32.24";44918;"facture_periodique"
"INTERINSER62";"AFLI19070027";02/07/2019;"Trunk - illimité national Fixes - 1 canal";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"4.00";"12.00";44931;"facture_periodique"
"INTERINSER62";"AFLI19070027";02/07/2019;"Unifax - Fax 2 Mail / Mail 2 Fax - 250 unités incluses";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"2.00";"8.00";44932;"facture_periodique"
"INTERINSER62";"AFLI19070027";02/07/2019;"N° SDA";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"5.00";"0.60";44933;"facture_periodique"
"INTERINSER62";"AFLI19070027";02/07/2019;"Consommations de la période précédente";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"61.93";44934;"facture_periodique"
"EBS INTERINSER62 - Agence de Béthune";"AFLI19070028";02/07/2019;"Abonnement FTTH - Débits max. : 1Gbps / 200Mbps - 1 Adresse IP Fixe";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"54.00";44941;"facture_periodique"
"EBS INTERINSER 62 - Agence de Boulogne";"AFLI19070029";02/07/2019;"Trunk - illimité national Fixes - 1 canal";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"2.00";"12.00";44952;"facture_periodique"
"EBS INTERINSER 62 - Agence de Boulogne";"AFLI19070029";02/07/2019;"Unifax - Fax 2 Mail / Mail 2 Fax - 250 unités incluses";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"8.00";44953;"facture_periodique"
"EBS INTERINSER 62 - Agence de Boulogne";"AFLI19070029";02/07/2019;"N° SDA";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"10.00";"0.60";44954;"facture_periodique"
"EBS INTERINSER 62 - Agence de Boulogne";"AFLI19070029";02/07/2019;"Consommations de la période précédente";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"32.42";44955;"facture_periodique"
"EBS INTERINSER 62 - Agence de Boulogne";"AFLI19070029";02/07/2019;"Maintenance équipements Telecom";02/07/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"1.00";"2.00";44956;"facture_periodique"
"EBS LE RELAIS 80";"AFLI19070030";02/07/2019;"Trunk - illimité national Fixes - 1 canal";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"4.00";"12.00";44977;"facture_periodique"
"EBS LE RELAIS 80";"AFLI19070030";02/07/2019;"N° de SDA";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"6.00";"0.60";44978;"facture_periodique"
"EBS LE RELAIS 80";"AFLI19070030";02/07/2019;"Consommations de la période précédente";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"13.55";44979;"facture_periodique"
"EBS LE RELAIS 80";"AFLI19070030";02/07/2019;"Portabilité entreprise (par acte de portabilité)";02/07/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"1.00";"100.00";44980;"facture_periodique"
"EBS LE RELAIS 80";"AFLI19070030";02/07/2019;"Trunk - illimité national Fixes - 1 canal [Juin 2019]";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"2.00";"12.00";44981;"facture_periodique"
"EBS LE RELAIS 80";"AFLI19070030";02/07/2019;"N° SDA [Juin 2019";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"3.00";"0.60";44982;"facture_periodique"
"EBS LE RELAIS BRETAGNE";"AFLI19070031";02/07/2019;"Abonnement FTTH - Débits max. : 1Gbps / 200Mbps - 1 Adresse IP Fixe";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"54.00";44984;"facture_periodique"
"EBS LE RELAIS NORD PAS DE CALAIS";"AFLI19070032";02/07/2019;"Abonnement Fibre optique ZVS 100Mbps";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"375.00";44996;"facture_periodique"
"EBS LE RELAIS NORD PAS DE CALAIS";"AFLI19070032";02/07/2019;"Adresse IP supplémentaire";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"4.00";44997;"facture_periodique"
"EBS LE RELAIS NORD PAS DE CALAIS";"AFLI19070032";02/07/2019;"Mise à disposition routeur OneAccess 540";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"LOCATION";"marchandise";"1.00";"15.00";44998;"facture_periodique"
"EBS LE RELAIS NORD PAS DE CALAIS";"AFLI19070032";02/07/2019;"Consommations de la période précédante";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"0.42";44999;"facture_periodique"
"EBS LES TOITS DE L'ESPOIR";"AFLI19070033";02/07/2019;"Trunk - illimité national Fixes - 1 canal";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"4.00";"12.00";45008;"facture_periodique"
"EBS LES TOITS DE L'ESPOIR";"AFLI19070033";02/07/2019;"Unifax - Fax 2 Mail / Mail 2 Fax - 250 unités incluses";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"8.00";45009;"facture_periodique"
"EBS LES TOITS DE L'ESPOIR";"AFLI19070033";02/07/2019;"N° SDA";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"9.00";"0.60";45010;"facture_periodique"
"EBS LES TOITS DE L'ESPOIR";"AFLI19070033";02/07/2019;"Consommations de la période précédente";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"44.20";45011;"facture_periodique"
"ECKLIPSE";"AFLI19070034";02/07/2019;"numéro SVA 0811";02/07/2019;"VENTES DE MARCHANDISES";"VENTES D'ABONNEMENT";"marchandise";"1.00";"8.00";45018;"facture_periodique"
"ECKLIPSE";"AFLI19070034";02/07/2019;"Renvoi inconditionnel du 0811049256 vers 0362275920";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"3.00";45019;"facture_periodique"
"ECKLIPSE";"AFLI19070034";02/07/2019;"Consommations de la période précédente";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"1.52";45020;"facture_periodique"
"Ecole Primaire St Sauveur";"AFLI19070035";02/07/2019;"Abonnement mensuel par site au service centrex d'AbsysTech Telecom (engagement 36 mois)";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"10.00";45033;"facture_periodique"
"Ecole Primaire St Sauveur";"AFLI19070035";02/07/2019;"Mise à disposition d'un poste téléphonique Yealink T46G - Avec alimentation secteur";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"LOCATION";"marchandise";"2.00";"4.00";45034;"facture_periodique"
"Ecole Primaire St Sauveur";"AFLI19070035";02/07/2019;"Mise à disposition d'un poste téléphonique DECT sans fil Gigaset Siemens C530IP";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"LOCATION";"marchandise";"1.00";"2.00";45035;"facture_periodique"
"Ecole Primaire St Sauveur";"AFLI19070035";02/07/2019;"Forfait Full Illimité de 1 à 9 postes (comprend les appels illimités vers les fixes et les mobiles en France + 40 destinations internationales) avec maintenance incluse";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"2.00";"15.00";45036;"facture_periodique"
"Ecole Primaire St Sauveur";"AFLI19070035";02/07/2019;"N° SDA";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"3.00";"0.80";45037;"facture_periodique"
"Ecole Primaire St Sauveur";"AFLI19070035";02/07/2019;"Consommations de la période précédente";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"3.12";45038;"facture_periodique"
"Ets Houzet";"AFLI19070036";02/07/2019;"Trunk SIP national illimité - 2 canaux de communication (appels illimités vers les fixes en France - Engagement de 12 mois, renouvelable par tacite reconduction [nl] NOTE : Les abonnements intègrent le paiement à échoir lorsque les communications/consommations sont payables à terme échu [nl] Les appels à destination des mobiles en France sont au tarif de 0.10 ¤ HT/min.";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"30.00";45048;"facture_periodique"
"Ets Houzet";"AFLI19070036";02/07/2019;"Sélection Directe à l'Arrivée (SDA) 03 20 34 13 17";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"0.80";45049;"facture_periodique"
"Ets Houzet";"AFLI19070036";02/07/2019;"Consommation de la période précédente";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"1.99";45050;"facture_periodique"
"SARL EXTEMBEL";"AFLI19070037";02/07/2019;"Trunk SIP - illimité national - 2 canaux - abonnement";02/07/2019;"VENTES DE MARCHANDISES";"VENTES D'ABONNEMENT";"marchandise";"2.00";"15.00";45055;"facture_periodique"
"SARL EXTEMBEL";"AFLI19070037";02/07/2019;"Consommations de la période précédente";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"2.73";45056;"facture_periodique"
"FACDEM";"AFLI19070038";02/07/2019;"Trunk SIP - Illimités vers les fixes - 2 canaux (équivalent 1 T0)";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"4.00";"30.00";45063;"facture_periodique"
"FACDEM";"AFLI19070038";02/07/2019;"N° SDA";02/07/2019;"VENTES DE MARCHANDISES";"VENTES D'ABONNEMENT";"marchandise";"25.00";"0.80";45064;"facture_periodique"
"FACDEM";"AFLI19070038";02/07/2019;"Consommations de la période précédente";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"129.23";45065;"facture_periodique"
"FACQ";"AFLI19070039";02/07/2019;"Abonnement M2M GSM / 3G - Consommations au compteur";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"4.50";45070;"facture_periodique"
"FACQ";"AFLI19070039";02/07/2019;"Lien VDSL Orange - Dégroupage total";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"49.00";45071;"facture_periodique"
"FACQ";"AFLI19070039";02/07/2019;"Location routeur VDSL - Technicolor TG788vn V2";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"LOCATION";"marchandise";"1.00";"5.00";45072;"facture_periodique"
"FACQ";"AFLI19070039";02/07/2019;"Cloud Firewall Standard";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"39.00";45073;"facture_periodique"
"Fournil St Pierre";"AFLI19070040";02/07/2019;"Abonnement mensuel accès IPBX hébergé - par site";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"15.00";45086;"facture_periodique"
"Fournil St Pierre";"AFLI19070040";02/07/2019;"Abonnement mensuel user IPBX hébergé - par terminal";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"3.00";"3.00";45087;"facture_periodique"
"Fournil St Pierre";"AFLI19070040";02/07/2019;"Trunk - illimité national - 1 canal";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"2.00";"15.00";45088;"facture_periodique"
"Fournil St Pierre";"AFLI19070040";02/07/2019;"Abonnement FTTH - Débits max. : 1Gbps / 200Mbps - 1 Adresse IP Fixe";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"59.00";45089;"facture_periodique"
"Fournil St Pierre";"AFLI19070040";02/07/2019;"N° SDA";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"0.80";45090;"facture_periodique"
"Fournil St Pierre";"AFLI19070040";02/07/2019;"Consommations de la période précédente";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"13.50";45091;"facture_periodique"
"Gan Assurances Vandamme";"AFLI19070041";02/07/2019;"Ligne T0 (accès RNIS) en VGA - Forfait full illimité - 2 canaux de communication - Engagement de 36 mois, renouvelable par tacite reconduction [nl] Appels illimités vers les fixes et les mobiles en France + 70 destinations internationales (5% de remise incluse)";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"57.00";45098;"facture_periodique"
"Gan Assurances Vandamme";"AFLI19070041";02/07/2019;"Sélection Directe à l'Arrivée (SDA) :  0328660581 -  0328668144 - 0328668145 -  0328668146 -  0328668147- 0328668148";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"6.00";"0.90";45099;"facture_periodique"
"Gan Assurances Vandamme";"AFLI19070041";02/07/2019;"Consommations de la période précédente";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"4.51";45100;"facture_periodique"
"GIE Alcian Avocats";"AFLI19070042";02/07/2019;"Ligne RNIS VGA - Full illimité (Fixes et Mobiles)";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"2.00";"60.00";45115;"facture_periodique"
"GIE Alcian Avocats";"AFLI19070042";02/07/2019;"Abonnement ADSL Dégroupage Total - avec IP fixe";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"39.00";45116;"facture_periodique"
"GIE Alcian Avocats";"AFLI19070042";02/07/2019;"N° SDA";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"10.00";"0.80";45117;"facture_periodique"
"GIE Alcian Avocats";"AFLI19070042";02/07/2019;"frais de mise en service - lissé sur engagement 60 mois";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES DE MARCHANDISES";"marchandise";"1.00";"9.40";45118;"facture_periodique"
"GIE Alcian Avocats";"AFLI19070042";02/07/2019;"location IPBX - 2 postes filaires Mitel 6867i - borne DECT RFP L35IP- 6 téléphones DECT Gigaset C530HX - 2 switchs HP 24 ports - avec maintenance - engagement 60 mois";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"LOCATION";"marchandise";"1.00";"75.50";45119;"facture_periodique"
"GIE Alcian Avocats";"AFLI19070042";02/07/2019;"Location Routeur ADSL Wifi";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"LOCATION";"marchandise";"1.00";"5.00";45120;"facture_periodique"
"GIE Alcian Avocats";"AFLI19070042";02/07/2019;"Consommations de la période précédente";02/07/2019;"VENTES MARCHANDISES - ABO RENOUV";"VENTES D'ABONNEMENT";"marchandise";"1.00";"5.12";45121;"facture_periodique"
"GIE Domartois";"AFLI19070043";02/07/2019;"Trunk SIP Full Illimité - 6 canaux";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"124.20";45132;"facture_periodique"
"GIE Domartois";"AFLI19070043";02/07/2019;"Lien SDSL EFM 1Mbps - Orange Zone ZC1 - 1 paire - Engagement 36 mois - Garantie de temps de rétablissement sous 4 heures du lundi au vendredi de 9h à 18h (20% de remise incluse)";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"84.00";45133;"facture_periodique"
"GIE Domartois";"AFLI19070043";02/07/2019;"Location Routeur SDSL EFM (20% de remise incluse) [nl]Rremis contre caution encaissable de 300¤";02/07/2019;"VENTES MARCHANDISES - ABO TACITE";"LOCATION";"marchandise";"1.00";"12.00";45134;"facture_periodique"
